episode,reward,length,scanned_cells,timestep,elapsed_time,timestamp,collision_count,out_of_range_count,scan_efficiency
27,-0.10,1,4,27,1.58,2026-01-29 16:39:26,0,0,2.52
28,-0.10,1,4,28,1.64,2026-01-29 16:39:26,0,0,2.44
29,-0.10,1,4,29,1.70,2026-01-29 16:39:27,0,0,2.35
30,-0.10,1,4,30,1.76,2026-01-29 16:39:27,0,0,2.28
31,-0.10,1,4,31,1.82,2026-01-29 16:39:27,0,0,2.20
32,-0.10,1,4,32,1.87,2026-01-29 16:39:27,0,0,2.13
33,-0.10,1,4,33,1.93,2026-01-29 16:39:27,0,0,2.07
34,-0.10,1,4,34,1.99,2026-01-29 16:39:27,0,0,2.01
35,-0.10,1,4,35,2.05,2026-01-29 16:39:27,0,0,1.95
36,-0.10,1,4,36,2.10,2026-01-29 16:39:27,0,0,1.90
37,-0.10,1,4,37,2.17,2026-01-29 16:39:27,0,0,1.85
38,-0.10,1,4,38,2.22,2026-01-29 16:39:27,0,0,1.80
39,-0.10,1,4,39,2.28,2026-01-29 16:39:27,0,0,1.75
40,1.34,1,4,40,2.34,2026-01-29 16:39:27,0,0,1.71
41,-0.10,1,4,41,2.40,2026-01-29 16:39:27,0,0,1.67
42,-0.10,1,4,42,2.45,2026-01-29 16:39:27,0,0,1.63
43,-0.10,1,4,43,2.52,2026-01-29 16:39:27,0,0,1.59
44,-0.10,1,4,44,2.57,2026-01-29 16:39:27,0,0,1.56
45,-0.10,1,4,45,2.63,2026-01-29 16:39:27,0,0,1.52
46,-0.10,1,4,46,2.69,2026-01-29 16:39:27,0,0,1.49
47,-0.10,1,4,47,2.75,2026-01-29 16:39:28,0,0,1.46
48,-0.10,1,4,48,2.80,2026-01-29 16:39:28,0,0,1.43
49,-0.10,1,4,49,2.86,2026-01-29 16:39:28,0,0,1.40
50,-0.10,1,4,50,2.93,2026-01-29 16:39:28,0,0,1.37
51,-0.10,1,4,51,2.98,2026-01-29 16:39:28,0,0,1.34
52,-0.10,1,4,52,3.04,2026-01-29 16:39:28,0,0,1.31
53,-0.10,1,4,53,3.11,2026-01-29 16:39:28,0,0,1.29
54,-0.10,1,4,54,3.16,2026-01-29 16:39:28,0,0,1.26
55,-0.10,1,4,55,3.23,2026-01-29 16:39:28,0,0,1.24
56,-0.10,1,4,56,3.28,2026-01-29 16:39:28,0,0,1.22
57,-0.10,1,4,57,3.34,2026-01-29 16:39:28,0,0,1.20
58,-0.10,1,4,58,3.40,2026-01-29 16:39:28,0,0,1.18
59,-0.10,1,4,59,3.45,2026-01-29 16:39:28,0,0,1.16
60,-0.10,1,4,60,3.51,2026-01-29 16:39:28,0,0,1.14
61,-0.10,1,4,61,3.57,2026-01-29 16:39:28,0,0,1.12
62,-0.10,1,4,62,3.63,2026-01-29 16:39:28,0,0,1.10
63,-0.10,1,4,63,3.68,2026-01-29 16:39:28,0,0,1.09
64,-0.10,1,4,64,3.74,2026-01-29 16:39:29,0,0,1.07
65,-0.10,1,4,65,3.80,2026-01-29 16:39:29,0,0,1.05
66,-0.10,1,4,66,3.86,2026-01-29 16:39:29,0,0,1.04
67,9.99,1,5,67,3.91,2026-01-29 16:39:29,0,0,1.28
68,9.90,1,5,68,3.98,2026-01-29 16:39:29,0,0,1.26
69,9.90,1,5,69,4.03,2026-01-29 16:39:29,0,0,1.24
70,-0.10,1,5,70,4.09,2026-01-29 16:39:29,0,0,1.22
71,-0.10,1,5,71,4.15,2026-01-29 16:39:29,0,0,1.21
72,-0.10,1,5,72,4.20,2026-01-29 16:39:29,0,0,1.19
73,-0.10,1,5,73,4.26,2026-01-29 16:39:29,0,0,1.17
74,-0.10,1,5,74,4.33,2026-01-29 16:39:29,0,0,1.16
75,-0.10,1,5,75,4.38,2026-01-29 16:39:29,0,0,1.14
76,-0.10,1,5,76,4.44,2026-01-29 16:39:29,0,0,1.13
77,-0.10,1,5,77,4.50,2026-01-29 16:39:29,0,0,1.11
78,-0.10,1,5,78,4.56,2026-01-29 16:39:29,0,0,1.10
79,-0.10,1,5,79,4.61,2026-01-29 16:39:29,0,0,1.08
80,-0.10,1,5,80,4.67,2026-01-29 16:39:29,0,0,1.07
81,20.24,1,7,81,4.73,2026-01-29 16:39:30,0,0,1.48
82,-30.10,1,7,82,4.79,2026-01-29 16:39:30,0,0,1.46
83,-30.10,1,7,83,4.84,2026-01-29 16:39:30,0,0,1.45
84,-0.10,1,7,84,4.90,2026-01-29 16:39:30,0,0,1.43
85,-50.10,1,7,85,4.96,2026-01-29 16:39:30,0,0,1.41
86,-50.10,1,7,86,5.01,2026-01-29 16:39:30,0,0,1.40
87,-0.10,1,7,87,5.07,2026-01-29 16:39:30,0,0,1.38
88,-50.10,1,7,88,5.13,2026-01-29 16:39:30,0,0,1.36
89,-50.10,1,7,89,5.18,2026-01-29 16:39:30,0,0,1.35
90,-0.10,1,7,90,5.25,2026-01-29 16:39:30,0,0,1.33
91,-50.10,1,7,91,5.30,2026-01-29 16:39:30,0,0,1.32
92,-50.10,1,7,92,5.36,2026-01-29 16:39:30,0,0,1.31
93,-0.10,1,7,93,5.42,2026-01-29 16:39:30,0,0,1.29
94,-50.10,1,7,94,5.48,2026-01-29 16:39:30,0,0,1.28
95,-49.22,1,7,95,5.53,2026-01-29 16:39:30,0,0,1.27
96,-0.10,1,7,96,5.59,2026-01-29 16:39:30,0,0,1.25
97,-50.10,1,7,97,5.65,2026-01-29 16:39:30,0,0,1.24
98,-50.10,1,7,98,5.71,2026-01-29 16:39:31,0,0,1.23
99,-0.10,1,7,99,5.77,2026-01-29 16:39:31,0,0,1.21
100,-50.10,1,7,100,5.83,2026-01-29 16:39:31,0,0,1.20
101,-50.10,1,7,101,5.89,2026-01-29 16:39:31,0,0,1.19
102,-0.10,1,7,102,5.95,2026-01-29 16:39:31,0,0,1.18
103,-50.10,1,7,103,6.01,2026-01-29 16:39:31,0,0,1.17
104,-50.10,1,7,104,6.06,2026-01-29 16:39:31,0,0,1.15
105,-0.10,1,7,105,6.13,2026-01-29 16:39:31,0,0,1.14
106,-50.10,1,7,106,6.19,2026-01-29 16:39:31,0,0,1.13
107,-50.10,1,7,107,6.25,2026-01-29 16:39:31,0,0,1.12
108,-0.10,1,7,108,6.31,2026-01-29 16:39:31,0,0,1.11
109,-50.05,1,7,109,6.36,2026-01-29 16:39:31,0,0,1.10
110,-50.10,1,7,110,6.42,2026-01-29 16:39:31,0,0,1.09
111,-0.10,1,7,111,6.48,2026-01-29 16:39:31,0,0,1.08
112,-50.10,1,7,112,6.54,2026-01-29 16:39:31,0,0,1.07
113,-50.10,1,7,113,6.59,2026-01-29 16:39:31,0,0,1.06
114,-0.10,1,7,114,6.65,2026-01-29 16:39:31,0,0,1.05
115,-50.10,1,7,115,6.71,2026-01-29 16:39:32,0,0,1.04
116,-50.10,1,7,116,6.76,2026-01-29 16:39:32,0,0,1.03
117,-0.10,1,7,117,6.83,2026-01-29 16:39:32,0,0,1.03
118,-50.10,1,7,118,6.88,2026-01-29 16:39:32,0,0,1.02
119,-50.10,1,7,119,6.94,2026-01-29 16:39:32,0,0,1.01
120,-0.10,1,7,120,7.00,2026-01-29 16:39:32,0,0,1.00
121,-50.10,1,7,121,7.06,2026-01-29 16:39:32,0,0,0.99
122,-49.68,1,7,122,7.11,2026-01-29 16:39:32,0,0,0.98
123,-0.10,1,7,123,7.18,2026-01-29 16:39:32,0,0,0.98
124,-50.10,1,7,124,7.23,2026-01-29 16:39:32,0,0,0.97
125,-50.10,1,7,125,7.29,2026-01-29 16:39:32,0,0,0.96
126,-0.10,1,7,126,7.36,2026-01-29 16:39:32,0,0,0.95
127,-50.10,1,7,127,7.41,2026-01-29 16:39:32,0,0,0.94
128,-50.10,1,7,128,7.47,2026-01-29 16:39:32,0,0,0.94
129,-0.10,1,7,129,7.53,2026-01-29 16:39:32,0,0,0.93
130,-50.10,1,7,130,7.58,2026-01-29 16:39:32,0,0,0.92
131,-50.10,1,7,131,7.64,2026-01-29 16:39:32,0,0,0.92
132,-0.10,1,7,132,7.70,2026-01-29 16:39:33,0,0,0.91
133,-50.10,1,7,133,7.76,2026-01-29 16:39:33,0,0,0.90
134,-50.10,1,7,134,7.81,2026-01-29 16:39:33,0,0,0.90
135,-0.10,1,7,135,7.87,2026-01-29 16:39:33,0,0,0.89
136,-29.21,1,9,136,7.93,2026-01-29 16:39:33,0,0,1.14
137,-30.10,1,9,137,7.99,2026-01-29 16:39:33,0,0,1.13
138,19.90,1,9,138,8.05,2026-01-29 16:39:33,0,0,1.12
139,-50.10,1,9,139,8.11,2026-01-29 16:39:33,0,0,1.11
140,-50.10,1,9,140,8.16,2026-01-29 16:39:33,0,0,1.10
141,-0.10,1,9,141,8.22,2026-01-29 16:39:33,0,0,1.09
142,-50.10,1,9,142,8.28,2026-01-29 16:39:33,0,0,1.09
143,-50.10,1,9,143,8.34,2026-01-29 16:39:33,0,0,1.08
144,-0.10,1,9,144,8.39,2026-01-29 16:39:33,0,0,1.07
145,-50.10,1,9,145,8.45,2026-01-29 16:39:33,0,0,1.06
146,-50.10,1,9,146,8.51,2026-01-29 16:39:33,0,0,1.06
147,-0.10,1,9,147,8.56,2026-01-29 16:39:33,0,0,1.05
148,-50.10,1,9,148,8.62,2026-01-29 16:39:33,0,0,1.04
149,-50.10,1,9,149,8.68,2026-01-29 16:39:33,0,0,1.04
150,1.18,1,9,150,8.74,2026-01-29 16:39:34,0,0,1.03
151,-0.10,1,9,151,8.80,2026-01-29 16:39:34,0,0,1.02
152,-0.10,1,9,152,8.86,2026-01-29 16:39:34,0,0,1.02
153,-0.10,1,9,153,8.92,2026-01-29 16:39:34,0,0,1.01
154,-0.10,1,9,154,8.98,2026-01-29 16:39:34,0,0,1.00
155,-0.10,1,9,155,9.03,2026-01-29 16:39:34,0,0,1.00
156,-0.10,1,9,156,9.10,2026-01-29 16:39:34,0,0,0.99
157,-0.10,1,9,157,9.15,2026-01-29 16:39:34,0,0,0.98
158,-0.10,1,9,158,9.21,2026-01-29 16:39:34,0,0,0.98
159,-0.10,1,9,159,9.27,2026-01-29 16:39:34,0,0,0.97
160,-0.10,1,9,160,9.33,2026-01-29 16:39:34,0,0,0.96
161,-0.10,1,9,161,9.39,2026-01-29 16:39:34,0,0,0.96
162,-0.10,1,9,162,9.45,2026-01-29 16:39:34,0,0,0.95
163,-0.10,1,9,163,9.50,2026-01-29 16:39:34,0,0,0.95
164,9.97,1,10,164,9.56,2026-01-29 16:39:34,0,0,1.05
165,9.90,1,10,165,9.62,2026-01-29 16:39:34,0,0,1.04
166,9.90,1,10,166,9.67,2026-01-29 16:39:34,0,0,1.03
167,-0.10,1,10,167,9.73,2026-01-29 16:39:35,0,0,1.03
168,-0.10,1,10,168,9.79,2026-01-29 16:39:35,0,0,1.02
169,-0.10,1,10,169,9.85,2026-01-29 16:39:35,0,0,1.02
170,-0.10,1,10,170,9.90,2026-01-29 16:39:35,0,0,1.01
171,-0.10,1,10,171,9.96,2026-01-29 16:39:35,0,0,1.00
172,-0.10,1,10,172,10.02,2026-01-29 16:39:35,0,0,1.00
173,-0.10,1,10,173,10.08,2026-01-29 16:39:35,0,0,0.99
174,-0.10,1,10,174,10.14,2026-01-29 16:39:35,0,0,0.99
175,-0.10,1,10,175,10.20,2026-01-29 16:39:35,0,0,0.98
176,-0.10,1,10,176,10.26,2026-01-29 16:39:35,0,0,0.97
177,11.31,1,11,177,10.32,2026-01-29 16:39:35,0,0,1.07
178,9.90,1,11,178,10.38,2026-01-29 16:39:35,0,0,1.06
179,9.90,1,11,179,10.44,2026-01-29 16:39:35,0,0,1.05
180,-0.10,1,11,180,10.50,2026-01-29 16:39:35,0,0,1.05
181,-0.10,1,11,181,10.56,2026-01-29 16:39:35,0,0,1.04
182,-0.10,1,11,182,10.61,2026-01-29 16:39:35,0,0,1.04
183,-0.10,1,11,183,10.67,2026-01-29 16:39:35,0,0,1.03
184,-0.10,1,11,184,10.73,2026-01-29 16:39:36,0,0,1.03
185,-0.10,1,11,185,10.79,2026-01-29 16:39:36,0,0,1.02
186,-0.10,1,11,186,10.84,2026-01-29 16:39:36,0,0,1.01
187,-0.10,1,11,187,10.90,2026-01-29 16:39:36,0,0,1.01
188,-0.10,1,11,188,10.96,2026-01-29 16:39:36,0,0,1.00
189,-0.10,1,11,189,11.01,2026-01-29 16:39:36,0,0,1.00
190,-0.10,1,11,190,11.07,2026-01-29 16:39:36,0,0,0.99
191,1.22,1,11,191,11.13,2026-01-29 16:39:36,0,0,0.99
192,-0.10,1,11,192,11.19,2026-01-29 16:39:36,0,0,0.98
193,-0.10,1,11,193,11.25,2026-01-29 16:39:36,0,0,0.98
194,-0.10,1,11,194,11.31,2026-01-29 16:39:36,0,0,0.97
195,-0.10,1,11,195,11.36,2026-01-29 16:39:36,0,0,0.97
196,-0.10,1,11,196,11.42,2026-01-29 16:39:36,0,0,0.96
197,-0.10,1,11,197,11.48,2026-01-29 16:39:36,0,0,0.96
198,-0.10,1,11,198,11.54,2026-01-29 16:39:36,0,0,0.95
199,-0.10,1,11,199,11.60,2026-01-29 16:39:36,0,0,0.95
200,-0.10,1,11,200,11.66,2026-01-29 16:39:36,0,0,0.94
201,-0.10,1,11,201,11.71,2026-01-29 16:39:37,0,0,0.94
202,-0.10,1,11,202,11.77,2026-01-29 16:39:37,0,0,0.93
203,-0.10,1,11,203,11.83,2026-01-29 16:39:37,0,0,0.93
204,-0.10,1,11,204,11.88,2026-01-29 16:39:37,0,0,0.93
205,1.55,1,10,205,11.95,2026-01-29 16:39:37,0,0,0.84
206,-0.10,1,10,206,12.00,2026-01-29 16:39:37,0,0,0.83
207,-0.10,1,10,207,12.06,2026-01-29 16:39:37,0,0,0.83
208,-0.10,1,10,208,12.12,2026-01-29 16:39:37,0,0,0.82
209,-0.10,1,10,209,12.18,2026-01-29 16:39:37,0,0,0.82
210,-0.10,1,10,210,12.24,2026-01-29 16:39:37,0,0,0.82
211,-0.10,1,10,211,12.30,2026-01-29 16:39:37,0,0,0.81
212,-0.10,1,10,212,12.36,2026-01-29 16:39:37,0,0,0.81
213,-0.10,1,10,213,12.41,2026-01-29 16:39:37,0,0,0.81
214,-0.10,1,10,214,12.47,2026-01-29 16:39:37,0,0,0.80
215,-0.10,1,10,215,12.53,2026-01-29 16:39:37,0,0,0.80
216,-0.10,1,10,216,12.58,2026-01-29 16:39:37,0,0,0.79
217,-0.10,1,10,217,12.64,2026-01-29 16:39:37,0,0,0.79
218,-0.10,1,10,218,12.70,2026-01-29 16:39:38,0,0,0.79
219,1.16,1,9,219,12.76,2026-01-29 16:39:38,0,0,0.71
220,-0.10,1,9,220,12.82,2026-01-29 16:39:38,0,0,0.70
221,-0.10,1,9,221,12.88,2026-01-29 16:39:38,0,0,0.70
222,-0.10,1,9,222,12.93,2026-01-29 16:39:38,0,0,0.70
223,-0.10,1,9,223,13.00,2026-01-29 16:39:38,0,0,0.69
224,-0.10,1,9,224,13.05,2026-01-29 16:39:38,0,0,0.69
225,-0.10,1,9,225,13.11,2026-01-29 16:39:38,0,0,0.69
226,-0.10,1,9,226,13.18,2026-01-29 16:39:38,0,0,0.68
227,-0.10,1,9,227,13.23,2026-01-29 16:39:38,0,0,0.68
228,-0.10,1,9,228,13.30,2026-01-29 16:39:38,0,0,0.68
229,-0.10,1,9,229,13.35,2026-01-29 16:39:38,0,0,0.67
230,-0.10,1,9,230,13.42,2026-01-29 16:39:38,0,0,0.67
231,-0.10,1,9,231,13.50,2026-01-29 16:39:38,0,0,0.67
232,11.17,1,10,232,13.57,2026-01-29 16:39:38,0,0,0.74
233,9.90,1,10,233,13.63,2026-01-29 16:39:38,0,0,0.73
234,9.90,1,10,234,13.70,2026-01-29 16:39:39,0,0,0.73
235,-0.10,1,10,235,13.76,2026-01-29 16:39:39,0,0,0.73
236,-0.10,1,10,236,13.82,2026-01-29 16:39:39,0,0,0.72
237,-0.10,1,10,237,13.89,2026-01-29 16:39:39,0,0,0.72
238,-0.10,1,10,238,13.95,2026-01-29 16:39:39,0,0,0.72
239,-0.10,1,10,239,14.02,2026-01-29 16:39:39,0,0,0.71
240,-0.10,1,10,240,14.07,2026-01-29 16:39:39,0,0,0.71
241,-0.10,1,10,241,14.14,2026-01-29 16:39:39,0,0,0.71
242,-0.10,1,10,242,14.20,2026-01-29 16:39:39,0,0,0.70
243,-0.10,1,10,243,14.26,2026-01-29 16:39:39,0,0,0.70
244,1.08,1,10,244,14.32,2026-01-29 16:39:39,0,0,0.70
245,-0.10,1,10,245,14.38,2026-01-29 16:39:39,0,0,0.70
246,-0.10,1,10,246,14.44,2026-01-29 16:39:39,0,0,0.69
247,-0.10,1,10,247,14.50,2026-01-29 16:39:39,0,0,0.69
248,-0.10,1,10,248,14.56,2026-01-29 16:39:39,0,0,0.69
249,-0.10,1,10,249,14.62,2026-01-29 16:39:39,0,0,0.68
250,-0.10,1,10,250,14.68,2026-01-29 16:39:39,0,0,0.68
251,-0.10,1,10,251,14.74,2026-01-29 16:39:40,0,0,0.68
252,-0.10,1,10,252,14.80,2026-01-29 16:39:40,0,0,0.68
253,-0.10,1,10,253,14.86,2026-01-29 16:39:40,0,0,0.67
254,-0.10,1,10,254,14.92,2026-01-29 16:39:40,0,0,0.67
255,-0.10,1,10,255,14.98,2026-01-29 16:39:40,0,0,0.67
256,-0.10,1,10,256,15.04,2026-01-29 16:39:40,0,0,0.66
257,-0.10,1,10,257,15.10,2026-01-29 16:39:40,0,0,0.66
258,10.66,1,11,258,15.16,2026-01-29 16:39:40,0,0,0.73
259,9.90,1,11,259,15.22,2026-01-29 16:39:40,0,0,0.72
260,9.90,1,11,260,15.28,2026-01-29 16:39:40,0,0,0.72
261,-0.10,1,11,261,15.34,2026-01-29 16:39:40,0,0,0.72
262,-0.10,1,11,262,15.40,2026-01-29 16:39:40,0,0,0.71
263,-0.10,1,11,263,15.46,2026-01-29 16:39:40,0,0,0.71
264,-0.10,1,11,264,15.52,2026-01-29 16:39:40,0,0,0.71
265,-0.10,1,11,265,15.58,2026-01-29 16:39:40,0,0,0.71
266,-0.10,1,11,266,15.64,2026-01-29 16:39:40,0,0,0.70
267,-0.10,1,11,267,15.70,2026-01-29 16:39:41,0,0,0.70
268,-0.10,1,11,268,15.75,2026-01-29 16:39:41,0,0,0.70
269,-0.10,1,11,269,15.82,2026-01-29 16:39:41,0,0,0.70
270,-0.10,1,11,270,15.87,2026-01-29 16:39:41,0,0,0.69
271,20.84,1,13,271,15.94,2026-01-29 16:39:41,0,0,0.82
272,19.90,1,13,272,16.00,2026-01-29 16:39:41,0,0,0.81
273,19.90,1,13,273,16.06,2026-01-29 16:39:41,0,0,0.81
274,-0.10,1,13,274,16.12,2026-01-29 16:39:41,0,0,0.81
275,-0.10,1,13,275,16.18,2026-01-29 16:39:41,0,0,0.80
276,-0.10,1,13,276,16.24,2026-01-29 16:39:41,0,0,0.80
277,-0.10,1,13,277,16.30,2026-01-29 16:39:41,0,0,0.80
278,-0.10,1,13,278,16.36,2026-01-29 16:39:41,0,0,0.79
279,-0.10,1,13,279,16.42,2026-01-29 16:39:41,0,0,0.79
280,-0.10,1,13,280,16.47,2026-01-29 16:39:41,0,0,0.79
281,-0.10,1,13,281,16.53,2026-01-29 16:39:41,0,0,0.79
282,-0.10,1,13,282,16.59,2026-01-29 16:39:41,0,0,0.78
283,-0.10,1,13,283,16.65,2026-01-29 16:39:41,0,0,0.78
284,-0.10,1,13,284,16.71,2026-01-29 16:39:42,0,0,0.78
285,2.44,1,13,285,16.77,2026-01-29 16:39:42,0,0,0.78
286,-0.10,1,13,286,16.82,2026-01-29 16:39:42,0,0,0.77
287,-0.10,1,13,287,16.89,2026-01-29 16:39:42,0,0,0.77
288,-0.10,1,13,288,16.94,2026-01-29 16:39:42,0,0,0.77
289,-0.10,1,13,289,17.01,2026-01-29 16:39:42,0,0,0.76
290,-0.10,1,13,290,17.08,2026-01-29 16:39:42,0,0,0.76
291,-0.10,1,13,291,17.17,2026-01-29 16:39:42,0,0,0.76
292,-0.10,1,13,292,17.23,2026-01-29 16:39:42,0,0,0.75
293,-0.10,1,13,293,17.29,2026-01-29 16:39:42,0,0,0.75
294,-0.10,1,13,294,17.35,2026-01-29 16:39:42,0,0,0.75
295,-0.10,1,13,295,17.40,2026-01-29 16:39:42,0,0,0.75
296,-0.10,1,13,296,17.46,2026-01-29 16:39:42,0,0,0.74
297,-0.10,1,13,297,17.52,2026-01-29 16:39:42,0,0,0.74
298,1.48,1,13,298,17.57,2026-01-29 16:39:42,0,0,0.74
299,-0.10,1,13,299,17.64,2026-01-29 16:39:42,0,0,0.74
300,-0.10,1,13,300,17.70,2026-01-29 16:39:43,0,0,0.73
301,-0.10,1,13,301,17.76,2026-01-29 16:39:43,0,0,0.73
302,-0.10,1,13,302,17.82,2026-01-29 16:39:43,0,0,0.73
303,-0.10,1,13,303,17.87,2026-01-29 16:39:43,0,0,0.73
304,-0.10,1,13,304,17.93,2026-01-29 16:39:43,0,0,0.72
305,-0.10,1,13,305,17.99,2026-01-29 16:39:43,0,0,0.72
306,-0.10,1,13,306,18.05,2026-01-29 16:39:43,0,0,0.72
307,-0.10,1,13,307,18.11,2026-01-29 16:39:43,0,0,0.72
308,-0.10,1,13,308,18.17,2026-01-29 16:39:43,0,0,0.72
309,-0.10,1,13,309,18.23,2026-01-29 16:39:43,0,0,0.71
310,-0.10,1,13,310,18.29,2026-01-29 16:39:43,0,0,0.71
311,0.93,1,12,311,18.36,2026-01-29 16:39:43,0,0,0.65
312,-0.10,1,12,312,18.41,2026-01-29 16:39:43,0,0,0.65
313,-0.10,1,12,313,18.47,2026-01-29 16:39:43,0,0,0.65
314,-0.10,1,12,314,18.53,2026-01-29 16:39:43,0,0,0.65
315,-0.10,1,12,315,18.59,2026-01-29 16:39:43,0,0,0.65
316,-0.10,1,12,316,18.64,2026-01-29 16:39:43,0,0,0.64
317,-0.10,1,12,317,18.70,2026-01-29 16:39:44,0,0,0.64
318,-0.10,1,12,318,18.76,2026-01-29 16:39:44,0,0,0.64
319,-0.10,1,12,319,18.82,2026-01-29 16:39:44,0,0,0.64
320,-0.10,1,12,320,18.88,2026-01-29 16:39:44,0,0,0.64
321,-0.10,1,12,321,18.94,2026-01-29 16:39:44,0,0,0.63
322,-0.10,1,12,322,18.99,2026-01-29 16:39:44,0,0,0.63
323,-0.10,1,12,323,19.06,2026-01-29 16:39:44,0,0,0.63
324,-0.10,1,12,324,19.11,2026-01-29 16:39:44,0,0,0.63
325,0.79,1,12,325,19.17,2026-01-29 16:39:44,0,0,0.63
326,-0.10,1,12,326,19.23,2026-01-29 16:39:44,0,0,0.62
327,-0.10,1,12,327,19.29,2026-01-29 16:39:44,0,0,0.62
328,-0.10,1,12,328,19.34,2026-01-29 16:39:44,0,0,0.62
329,-0.10,1,12,329,19.40,2026-01-29 16:39:44,0,0,0.62
330,-0.10,1,12,330,19.46,2026-01-29 16:39:44,0,0,0.62
331,-0.10,1,12,331,19.52,2026-01-29 16:39:44,0,0,0.61
332,-0.10,1,12,332,19.58,2026-01-29 16:39:44,0,0,0.61
333,-0.10,1,12,333,19.64,2026-01-29 16:39:44,0,0,0.61
334,-0.10,1,12,334,19.71,2026-01-29 16:39:45,0,0,0.61
335,-0.10,1,12,335,19.76,2026-01-29 16:39:45,0,0,0.61
336,-0.10,1,12,336,19.83,2026-01-29 16:39:45,0,0,0.61
337,-0.10,1,12,337,19.89,2026-01-29 16:39:45,0,0,0.60
338,11.42,1,13,338,19.94,2026-01-29 16:39:45,0,0,0.65
339,9.90,1,13,339,20.00,2026-01-29 16:39:45,0,0,0.65
340,9.90,1,13,340,20.06,2026-01-29 16:39:45,0,0,0.65
341,-0.10,1,13,341,20.12,2026-01-29 16:39:45,0,0,0.65
342,-0.10,1,13,342,20.18,2026-01-29 16:39:45,0,0,0.64
343,-0.10,1,13,343,20.24,2026-01-29 16:39:45,0,0,0.64
344,-0.10,1,13,344,20.29,2026-01-29 16:39:45,0,0,0.64
345,-0.10,1,13,345,20.36,2026-01-29 16:39:45,0,0,0.64
346,-0.10,1,13,346,20.41,2026-01-29 16:39:45,0,0,0.64
347,-0.10,1,13,347,20.47,2026-01-29 16:39:45,0,0,0.64
348,-0.10,1,13,348,20.53,2026-01-29 16:39:45,0,0,0.63
349,-0.10,1,13,349,20.59,2026-01-29 16:39:45,0,0,0.63
350,-0.10,1,13,350,20.64,2026-01-29 16:39:45,0,0,0.63
351,-0.10,1,13,351,20.71,2026-01-29 16:39:46,0,0,0.63
352,1.15,1,13,352,20.77,2026-01-29 16:39:46,0,0,0.63
353,-0.10,1,13,353,20.84,2026-01-29 16:39:46,0,0,0.62
354,-0.10,1,13,354,20.89,2026-01-29 16:39:46,0,0,0.62
355,-0.10,1,13,355,20.95,2026-01-29 16:39:46,0,0,0.62
356,-0.10,1,13,356,21.02,2026-01-29 16:39:46,0,0,0.62
357,-0.10,1,13,357,21.08,2026-01-29 16:39:46,0,0,0.62
358,-0.10,1,13,358,21.14,2026-01-29 16:39:46,0,0,0.61
359,-0.10,1,13,359,21.20,2026-01-29 16:39:46,0,0,0.61
360,-0.10,1,13,360,21.27,2026-01-29 16:39:46,0,0,0.61
361,-0.10,1,13,361,21.32,2026-01-29 16:39:46,0,0,0.61
362,-0.10,1,13,362,21.38,2026-01-29 16:39:46,0,0,0.61
363,-0.10,1,13,363,21.44,2026-01-29 16:39:46,0,0,0.61
364,-0.10,1,13,364,21.50,2026-01-29 16:39:46,0,0,0.60
365,0.65,1,13,365,21.55,2026-01-29 16:39:46,0,0,0.60
366,-0.10,1,13,366,21.62,2026-01-29 16:39:46,0,0,0.60
