episode,reward,length,scanned_cells,timestep,elapsed_time,timestamp,collision_count,out_of_range_count,scan_efficiency
1,-30.10,1,5,1,42.96,2026-01-29 14:09:11,0,0,0.12
2,-35.10,1,5,2,43.03,2026-01-29 14:09:11,0,0,0.12
3,-35.10,1,5,3,43.08,2026-01-29 14:09:11,0,0,0.12
4,-30.10,1,6,4,43.14,2026-01-29 14:09:11,0,0,0.14
5,-25.10,1,6,5,43.21,2026-01-29 14:09:11,0,0,0.14
6,-25.10,1,6,6,43.26,2026-01-29 14:09:11,0,0,0.14
7,-19.10,1,6,7,43.32,2026-01-29 14:09:11,0,0,0.14
