episode,reward,length,scanned_cells,timestep,elapsed_time,timestamp,scan_efficiency,avg_repulsion,avg_entropy,avg_distance,avg_leader,avg_direction,algorithm_type,env_type,control_mode
0,0.00,1,7,5,5.02,2026-02-04 13:52:31,1.39,4.000,2.000,2.000,2.000,2.000,hrl_dqn_apf,hierarchical,dqn
1,181.11,6,14,14,14.05,2026-02-04 13:52:40,1.00,4.000,2.000,2.000,2.000,2.000,hrl_dqn_apf,hierarchical,dqn
