episode,reward,length,scanned_cells,timestep,elapsed_time,timestamp,scan_efficiency,avg_repulsion,avg_entropy,avg_distance,avg_leader,avg_direction,algorithm_type,env_type,control_mode
0,0.00,1,7,5,5.01,2026-02-04 18:48:26,1.40,4.000,2.000,2.000,2.000,2.000,hrl_dqn_apf,hierarchical,dqn
1,392.20,27,4,70,70.13,2026-02-04 18:49:31,0.06,4.000,2.000,2.000,2.000,2.000,hrl_dqn_apf,hierarchical,dqn
