episode,reward,length,scanned_cells,timestep,elapsed_time,timestamp,scan_efficiency,avg_repulsion,avg_entropy,avg_distance,avg_leader,avg_direction,algorithm_type,env_type,control_mode
0,0.00,1,5,5,5.03,2026-02-04 14:11:35,0.99,4.000,2.000,2.000,2.000,2.000,hrl_dqn_apf,hierarchical,dqn
1,360.20,20,7,51,51.14,2026-02-04 14:12:21,0.14,4.000,2.000,2.000,2.000,2.000,hrl_dqn_apf,hierarchical,dqn
