episode,reward,length,scanned_cells,timestep,elapsed_time,timestamp,scan_efficiency,avg_repulsion,avg_entropy,avg_distance,avg_leader,avg_direction,algorithm_type,env_type,control_mode
0,0.00,1,4,5,5.09,2026-02-04 12:49:39,0.79,4.000,2.000,2.000,2.000,2.000,hrl_dqn_apf,hierarchical,dqn
1,319.39,20,0,70,70.01,2026-02-04 12:50:44,0.00,4.000,2.000,2.000,2.000,2.000,hrl_dqn_apf,hierarchical,dqn
