episode,reward,length,scanned_cells,timestep,elapsed_time,timestamp,scan_efficiency,avg_repulsion,avg_entropy,avg_distance,avg_leader,avg_direction,algorithm_type,env_type,control_mode
0,0.00,1,8,6,6.01,2026-02-03 21:59:46,1.33,4.000,2.000,2.000,2.000,2.000,hrl_dqn_apf,hierarchical,dqn
1,356.20,20,0,66,66.31,2026-02-03 22:00:46,0.00,4.000,2.000,2.000,2.000,2.000,hrl_dqn_apf,hierarchical,dqn
