episode,reward,length,scanned_cells,timestep,elapsed_time,timestamp,scan_efficiency,avg_repulsion,avg_entropy,avg_distance,avg_leader,avg_direction,algorithm_type,env_type,control_mode
0,0.00,1,5,5,5.02,2026-02-04 15:36:06,1.00,4.000,2.000,2.000,2.000,2.000,hrl_dqn_apf,hierarchical,dqn
1,429.40,20,13,53,53.82,2026-02-04 15:36:55,0.24,4.000,2.000,2.000,2.000,2.000,hrl_dqn_apf,hierarchical,dqn
