episode,reward,length,scanned_cells,timestep,elapsed_time,timestamp,scan_efficiency,avg_repulsion,avg_entropy,avg_distance,avg_leader,avg_direction,algorithm_type,env_type,control_mode
0,0.00,1,5,5,5.01,2026-02-04 13:47:32,1.00,4.000,2.000,2.000,2.000,2.000,hrl_dqn_apf,hierarchical,dqn
1,202.99,6,14,13,13.03,2026-02-04 13:47:40,1.07,4.000,2.000,2.000,2.000,2.000,hrl_dqn_apf,hierarchical,dqn
