episode,reward,length,scanned_cells,timestep,elapsed_time,timestamp,scan_efficiency,avg_repulsion,avg_entropy,avg_distance,avg_leader,avg_direction,algorithm_type,env_type,control_mode
0,0.00,1,4,4,4.02,2026-02-04 20:35:31,0.99,4.000,2.000,2.000,2.000,2.000,hrl_dqn_apf,hierarchical,dqn
1,319.35,75,0,162,162.61,2026-02-04 20:38:10,0.00,4.000,2.000,2.000,2.000,2.000,hrl_dqn_apf,hierarchical,dqn
