episode,reward,length,scanned_cells,timestep,elapsed_time,timestamp,scan_efficiency,avg_repulsion,avg_entropy,avg_distance,avg_leader,avg_direction
1,-6820.69,217,0,219,220.00,2026-01-29 15:13:27,0.00,4.000,2.000,2.000,2.000,2.000
