episode,reward,length,scanned_cells,timestep,elapsed_time,timestamp,scan_efficiency,avg_repulsion,avg_entropy,avg_distance,avg_leader,avg_direction,algorithm_type,env_type,control_mode
0,0.00,1,7,5,5.01,2026-02-04 13:39:18,1.40,4.000,2.000,2.000,2.000,2.000,hrl_dqn_apf,hierarchical,dqn
1,133.82,14,21,26,26.15,2026-02-04 13:39:39,0.80,4.000,2.000,2.000,2.000,2.000,hrl_dqn_apf,hierarchical,dqn
