timestamp,elapsed_time,scanned_count,unscanned_count,total_count,scan_ratio,global_avg_entropy,global_scan_ratio,entropy_bins,entropy_hist,entropy_cdf,repulsion_coefficient,entropy_coefficient,distance_coefficient,leader_range_coefficient,direction_retention_coefficient,training_episode,training_step,step_reward,total_reward,UAV1_x,UAV1_y,UAV1_z,UAV1_roll,UAV1_pitch,UAV1_yaw,UAV2_x,UAV2_y,UAV2_z,UAV2_roll,UAV2_pitch,UAV2_yaw,UAV3_x,UAV3_y,UAV3_z,UAV3_roll,UAV3_pitch,UAV3_yaw,UAV1_battery_voltage,UAV2_battery_voltage,UAV3_battery_voltage
2026-01-28 20:07:36,1.01,4,384,388,1.03%,85.61,0.25%,"[0, 5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60, 65, 70, 75, 80, 85, 90, 95, 100]","[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1231, 7, 8, 363]","[0.0024798512089274642, 0.0024798512089274642, 0.0024798512089274642, 0.0024798512089274642, 0.0024798512089274642, 0.0024798512089274642, 0.0024798512089274642, 0.0024798512089274642, 0.0024798512089274642, 0.0024798512089274642, 0.0024798512089274642, 0.0024798512089274642, 0.0024798512089274642, 0.0024798512089274642, 0.0024798512089274642, 0.0024798512089274642, 0.7656540607563547, 0.7699938003719777, 0.7749535027898327, 1.0]",4.0,2.0,2.0,2.0,2.0,0,0,0.0000,0.0000,-10.000,1.590,-0.759,0.00,0.00,0.00,-14.300,1.556,-0.590,0.00,0.00,0.00,-20.110,1.555,-0.590,0.00,0.00,0.00,4.200,4.200,4.200
2026-01-28 20:07:37,2.01,4,384,388,1.03%,85.99,0.25%,"[0, 5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60, 65, 70, 75, 80, 85, 90, 95, 100]","[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1223, 14, 9, 363]","[0.0024798512089274642, 0.0024798512089274642, 0.0024798512089274642, 0.0024798512089274642, 0.0024798512089274642, 0.0024798512089274642, 0.0024798512089274642, 0.0024798512089274642, 0.0024798512089274642, 0.0024798512089274642, 0.0024798512089274642, 0.0024798512089274642, 0.0024798512089274642, 0.0024798512089274642, 0.0024798512089274642, 0.0024798512089274642, 0.7606943583384997, 0.7693738375697459, 0.7749535027898327, 1.0]",4.0,2.0,2.0,2.0,2.0,0,0,0.0000,0.0000,-10.000,1.590,-0.759,0.00,0.00,0.00,-14.300,1.556,-0.590,0.00,0.00,0.00,-20.110,1.556,-0.590,0.00,0.00,0.00,4.200,4.200,4.200
2026-01-28 20:07:38,3.02,4,386,390,1.03%,86.18,0.25%,"[0, 5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60, 65, 70, 75, 80, 85, 90, 95, 100]","[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1223, 14, 9, 363]","[0.0024798512089274642, 0.0024798512089274642, 0.0024798512089274642, 0.0024798512089274642, 0.0024798512089274642, 0.0024798512089274642, 0.0024798512089274642, 0.0024798512089274642, 0.0024798512089274642, 0.0024798512089274642, 0.0024798512089274642, 0.0024798512089274642, 0.0024798512089274642, 0.0024798512089274642, 0.0024798512089274642, 0.0024798512089274642, 0.7606943583384997, 0.7693738375697459, 0.7749535027898327, 1.0]",4.0,2.0,2.0,2.0,2.0,0,0,0.0000,0.0000,-10.000,1.590,-0.759,0.00,0.00,0.00,-14.300,1.556,-0.590,0.00,0.00,0.00,-20.110,1.556,-0.590,0.00,0.00,0.00,4.200,4.200,4.200
2026-01-28 20:07:39,4.02,4,386,390,1.03%,86.37,0.25%,"[0, 5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60, 65, 70, 75, 80, 85, 90, 95, 100]","[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1219, 14, 7, 369]","[0.0024798512089274642, 0.0024798512089274642, 0.0024798512089274642, 0.0024798512089274642, 0.0024798512089274642, 0.0024798512089274642, 0.0024798512089274642, 0.0024798512089274642, 0.0024798512089274642, 0.0024798512089274642, 0.0024798512089274642, 0.0024798512089274642, 0.0024798512089274642, 0.0024798512089274642, 0.0024798512089274642, 0.0024798512089274642, 0.7582145071295723, 0.7668939863608184, 0.7712337259764415, 1.0]",4.0,2.0,2.0,2.0,2.0,0,0,0.0000,0.0000,-10.000,1.590,-0.759,0.00,0.00,0.00,-14.300,1.556,-0.590,0.00,0.00,0.00,-20.110,1.556,-0.590,0.00,0.00,0.00,4.200,4.200,4.200
2026-01-28 20:07:40,5.03,0,352,352,0.00%,79.99,0.00%,"[0, 5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60, 65, 70, 75, 80, 85, 90, 95, 100]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 1609, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0024798512089274642, 0.0024798512089274642, 0.0024798512089274642, 0.0024798512089274642, 0.0024798512089274642, 0.0024798512089274642, 1.0, 1.0, 1.0, 1.0]",4.0,2.0,2.0,2.0,2.0,0,0,0.0000,0.0000,-10.000,1.590,-0.759,0.00,0.00,0.00,-14.300,1.556,-0.590,0.00,0.00,0.00,-20.110,1.556,-0.590,0.00,0.00,0.00,4.200,4.200,4.200
2026-01-28 20:07:41,6.03,4,348,352,1.14%,80.21,0.25%,"[0, 5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60, 65, 70, 75, 80, 85, 90, 95, 100]","[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1609, 0, 0, 0]","[0.0024798512089274642, 0.0024798512089274642, 0.0024798512089274642, 0.0024798512089274642, 0.0024798512089274642, 0.0024798512089274642, 0.0024798512089274642, 0.0024798512089274642, 0.0024798512089274642, 0.0024798512089274642, 0.0024798512089274642, 0.0024798512089274642, 0.0024798512089274642, 0.0024798512089274642, 0.0024798512089274642, 0.0024798512089274642, 1.0, 1.0, 1.0, 1.0]",4.0,2.0,2.0,2.0,2.0,1,1,-30.1000,-30.1000,-10.000,1.590,-0.759,0.00,0.00,0.00,-14.300,1.556,-0.590,0.00,0.00,0.00,-20.110,1.556,-0.590,0.00,0.00,0.00,4.197,4.200,4.200
2026-01-28 20:07:42,7.03,0,352,352,0.00%,79.97,0.00%,"[0, 5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60, 65, 70, 75, 80, 85, 90, 95, 100]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 1608, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0030998140111593306, 0.0030998140111593306, 0.0030998140111593306, 0.0030998140111593306, 0.0030998140111593306, 0.0030998140111593306, 1.0, 1.0, 1.0, 1.0]",4.0,2.0,2.0,2.0,2.0,1,1,-30.1000,-30.1000,-10.000,1.567,-0.654,0.00,0.00,0.00,-14.300,1.556,-0.590,0.00,0.00,0.00,-20.110,1.556,-0.590,0.00,0.00,0.00,4.200,4.200,4.200
2026-01-28 20:07:43,8.04,5,347,352,1.42%,80.00,0.31%,"[0, 5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60, 65, 70, 75, 80, 85, 90, 95, 100]","[4, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1608, 0, 0, 0]","[0.0024798512089274642, 0.0024798512089274642, 0.0024798512089274642, 0.0024798512089274642, 0.0030998140111593306, 0.0030998140111593306, 0.0030998140111593306, 0.0030998140111593306, 0.0030998140111593306, 0.0030998140111593306, 0.0030998140111593306, 0.0030998140111593306, 0.0030998140111593306, 0.0030998140111593306, 0.0030998140111593306, 0.0030998140111593306, 1.0, 1.0, 1.0, 1.0]",4.0,2.0,2.0,2.0,2.0,2,2,-30.1000,-60.2000,-10.000,1.544,-0.144,0.00,0.00,0.00,-14.300,1.556,-0.590,0.00,0.00,0.00,-20.110,1.556,-0.590,0.00,0.00,0.00,4.197,4.197,4.200
2026-01-28 20:07:44,9.05,6,347,353,1.70%,80.29,0.37%,"[0, 5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60, 65, 70, 75, 80, 85, 90, 95, 100]","[5, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1607, 0, 0, 0]","[0.0030998140111593306, 0.0030998140111593306, 0.0030998140111593306, 0.0030998140111593306, 0.0030998140111593306, 0.0037197768133911966, 0.0037197768133911966, 0.0037197768133911966, 0.0037197768133911966, 0.0037197768133911966, 0.0037197768133911966, 0.0037197768133911966, 0.0037197768133911966, 0.0037197768133911966, 0.0037197768133911966, 0.0037197768133911966, 1.0, 1.0, 1.0, 1.0]",4.0,2.0,2.0,2.0,2.0,2,17,-30.1000,-511.7000,-10.000,2.009,0.964,0.00,0.00,0.00,-14.300,1.523,-0.887,0.00,0.00,0.00,-20.110,1.556,-0.590,0.00,0.00,0.00,4.195,4.195,4.195
2026-01-28 20:07:45,10.05,6,347,353,1.70%,80.47,0.37%,"[0, 5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60, 65, 70, 75, 80, 85, 90, 95, 100]","[5, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1607, 0, 0, 0]","[0.0030998140111593306, 0.0030998140111593306, 0.0030998140111593306, 0.0030998140111593306, 0.0030998140111593306, 0.0037197768133911966, 0.0037197768133911966, 0.0037197768133911966, 0.0037197768133911966, 0.0037197768133911966, 0.0037197768133911966, 0.0037197768133911966, 0.0037197768133911966, 0.0037197768133911966, 0.0037197768133911966, 0.0037197768133911966, 1.0, 1.0, 1.0, 1.0]",4.0,2.0,2.0,2.0,2.0,2,33,-30.1000,-963.3000,-10.000,2.120,0.931,0.00,0.00,0.00,-14.115,1.548,-1.325,0.00,0.00,0.00,-20.110,1.848,-0.590,0.00,0.00,0.00,4.192,4.192,4.192
2026-01-28 20:07:46,11.28,6,349,355,1.69%,80.61,0.37%,"[0, 5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60, 65, 70, 75, 80, 85, 90, 95, 100]","[5, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1606, 0, 0, 0]","[0.0030998140111593306, 0.0030998140111593306, 0.0030998140111593306, 0.0030998140111593306, 0.0030998140111593306, 0.0037197768133911966, 0.0043397396156230625, 0.0043397396156230625, 0.0043397396156230625, 0.0043397396156230625, 0.0043397396156230625, 0.0043397396156230625, 0.0043397396156230625, 0.0043397396156230625, 0.0043397396156230625, 0.0043397396156230625, 1.0, 1.0, 1.0, 1.0]",4.0,2.0,2.0,2.0,2.0,2,46,-30.1000,-1354.6000,-10.000,2.128,0.412,0.00,0.00,0.00,-13.637,1.602,-1.396,0.00,0.00,0.00,-20.028,1.999,-0.590,0.00,0.00,0.00,4.190,4.190,4.190
2026-01-28 20:07:47,12.29,8,349,357,2.24%,80.87,0.50%,"[0, 5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60, 65, 70, 75, 80, 85, 90, 95, 100]","[8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1261, 344, 0, 0]","[0.0049597024178549285, 0.0049597024178549285, 0.0049597024178549285, 0.0049597024178549285, 0.0049597024178549285, 0.0049597024178549285, 0.0049597024178549285, 0.0049597024178549285, 0.0049597024178549285, 0.0049597024178549285, 0.0049597024178549285, 0.0049597024178549285, 0.0049597024178549285, 0.0049597024178549285, 0.0049597024178549285, 0.0049597024178549285, 0.7867327960322381, 1.0, 1.0, 1.0]",4.0,2.0,2.0,2.0,2.0,2,63,-30.1000,-1806.3000,-10.000,2.496,-0.606,0.00,0.00,0.00,-13.078,1.587,-0.665,0.00,0.00,0.00,-19.527,2.029,-0.590,0.00,0.00,0.00,4.187,4.187,4.187
2026-01-28 20:07:48,13.30,9,348,357,2.52%,81.00,0.56%,"[0, 5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60, 65, 70, 75, 80, 85, 90, 95, 100]","[8, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1261, 343, 0, 0]","[0.0049597024178549285, 0.0049597024178549285, 0.0049597024178549285, 0.0049597024178549285, 0.005579665220086794, 0.005579665220086794, 0.005579665220086794, 0.005579665220086794, 0.005579665220086794, 0.005579665220086794, 0.005579665220086794, 0.005579665220086794, 0.005579665220086794, 0.005579665220086794, 0.005579665220086794, 0.005579665220086794, 0.78735275883447, 1.0, 1.0, 1.0]",4.0,2.0,2.0,2.0,2.0,2,78,-30.1000,-2227.8000,-10.000,2.253,-0.727,0.00,0.00,0.00,-12.606,1.253,-0.563,0.00,0.00,0.00,-19.895,2.341,-0.590,0.00,0.00,0.00,4.184,4.184,4.184
2026-01-28 20:07:49,14.30,9,354,363,2.48%,81.17,0.56%,"[0, 5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60, 65, 70, 75, 80, 85, 90, 95, 100]","[8, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1260, 344, 0, 0]","[0.0049597024178549285, 0.005579665220086794, 0.005579665220086794, 0.005579665220086794, 0.005579665220086794, 0.005579665220086794, 0.005579665220086794, 0.005579665220086794, 0.005579665220086794, 0.005579665220086794, 0.005579665220086794, 0.005579665220086794, 0.005579665220086794, 0.005579665220086794, 0.005579665220086794, 0.005579665220086794, 0.7867327960322381, 1.0, 1.0, 1.0]",4.0,2.0,2.0,2.0,2.0,2,95,-30.1000,-2739.5000,-10.078,2.049,-0.766,0.00,0.00,0.00,-12.508,1.093,-0.531,0.00,0.00,0.00,-20.116,2.532,-0.590,0.00,0.00,0.00,4.182,4.181,4.182
2026-01-28 20:07:50,15.31,9,356,365,2.47%,81.31,0.56%,"[0, 5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60, 65, 70, 75, 80, 85, 90, 95, 100]","[8, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1260, 343, 0, 0]","[0.0049597024178549285, 0.005579665220086794, 0.005579665220086794, 0.005579665220086794, 0.005579665220086794, 0.005579665220086794, 0.006199628022318661, 0.006199628022318661, 0.006199628022318661, 0.006199628022318661, 0.006199628022318661, 0.006199628022318661, 0.006199628022318661, 0.006199628022318661, 0.006199628022318661, 0.006199628022318661, 0.78735275883447, 1.0, 1.0, 1.0]",4.0,2.0,2.0,2.0,2.0,2,110,-30.1000,-3191.0000,-10.521,2.084,-0.777,0.00,0.00,0.00,-12.902,1.142,-0.522,0.00,0.00,0.00,-20.596,2.554,-0.590,0.00,0.00,0.00,4.179,4.179,4.179
2026-01-28 20:07:51,16.31,10,357,367,2.72%,81.65,0.62%,"[0, 5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60, 65, 70, 75, 80, 85, 90, 95, 100]","[7, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1256, 347, 0, 0]","[0.0043397396156230625, 0.006199628022318661, 0.006199628022318661, 0.006199628022318661, 0.006199628022318661, 0.006199628022318661, 0.006199628022318661, 0.006199628022318661, 0.006199628022318661, 0.006199628022318661, 0.006199628022318661, 0.006199628022318661, 0.006199628022318661, 0.006199628022318661, 0.006199628022318661, 0.006199628022318661, 0.7848729076255425, 1.0, 1.0, 1.0]",4.0,2.0,2.0,2.0,2.0,2,126,-30.1000,-3642.6000,-10.147,2.606,-0.782,0.00,0.00,0.00,-12.534,0.823,-0.518,0.00,0.00,0.00,-20.262,2.230,-0.590,0.00,0.00,0.00,4.177,4.177,4.177
2026-01-28 20:07:52,17.32,10,359,369,2.71%,81.83,0.62%,"[0, 5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60, 65, 70, 75, 80, 85, 90, 95, 100]","[7, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1256, 7, 340, 0]","[0.0043397396156230625, 0.006199628022318661, 0.006199628022318661, 0.006199628022318661, 0.006199628022318661, 0.006199628022318661, 0.006199628022318661, 0.006199628022318661, 0.006199628022318661, 0.006199628022318661, 0.006199628022318661, 0.006199628022318661, 0.006199628022318661, 0.006199628022318661, 0.006199628022318661, 0.006199628022318661, 0.7848729076255425, 0.7892126472411656, 1.0, 1.0]",4.0,2.0,2.0,2.0,2.0,2,142,-30.1000,-4124.2000,-10.032,2.728,-0.640,0.00,0.00,0.00,-12.277,0.754,-0.518,0.00,0.00,0.00,-20.167,2.172,-0.749,0.00,0.00,0.00,4.174,4.174,4.174
2026-01-28 20:07:53,18.33,11,358,369,2.98%,81.97,0.68%,"[0, 5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60, 65, 70, 75, 80, 85, 90, 95, 100]","[7, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1256, 7, 339, 0]","[0.0043397396156230625, 0.006199628022318661, 0.006199628022318661, 0.006199628022318661, 0.006819590824550527, 0.006819590824550527, 0.006819590824550527, 0.006819590824550527, 0.006819590824550527, 0.006819590824550527, 0.006819590824550527, 0.006819590824550527, 0.006819590824550527, 0.006819590824550527, 0.006819590824550527, 0.006819590824550527, 0.7854928704277744, 0.7898326100433974, 1.0, 1.0]",4.0,2.0,2.0,2.0,2.0,2,158,-30.1000,-4575.8000,-9.930,2.758,-0.162,0.00,0.00,0.00,-11.762,0.799,-0.584,0.00,0.00,0.00,-20.138,2.189,-1.301,0.00,0.00,0.00,4.172,4.172,4.172
2026-01-28 20:07:54,19.33,11,358,369,2.98%,82.13,0.68%,"[0, 5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60, 65, 70, 75, 80, 85, 90, 95, 100]","[7, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1250, 14, 338, 0]","[0.0043397396156230625, 0.006199628022318661, 0.006819590824550527, 0.006819590824550527, 0.006819590824550527, 0.006819590824550527, 0.006819590824550527, 0.006819590824550527, 0.006819590824550527, 0.006819590824550527, 0.006819590824550527, 0.006819590824550527, 0.006819590824550527, 0.006819590824550527, 0.006819590824550527, 0.006819590824550527, 0.7817730936143832, 0.7904525728456293, 1.0, 1.0]",4.0,2.0,2.0,2.0,2.0,2,174,-30.1000,-5057.4000,-9.456,2.806,0.063,0.00,0.00,0.00,-11.528,0.856,-1.048,0.00,0.00,0.00,-20.130,2.306,-2.000,0.00,0.00,0.00,4.169,4.169,4.169
2026-01-28 20:07:55,20.34,13,362,375,3.47%,82.35,0.81%,"[0, 5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60, 65, 70, 75, 80, 85, 90, 95, 100]","[9, 3, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1248, 14, 337, 0]","[0.005579665220086794, 0.007439553626782393, 0.008059516429014259, 0.008059516429014259, 0.008059516429014259, 0.008059516429014259, 0.008059516429014259, 0.008059516429014259, 0.008679479231246125, 0.008679479231246125, 0.008679479231246125, 0.008679479231246125, 0.008679479231246125, 0.008679479231246125, 0.008679479231246125, 0.008679479231246125, 0.782393056416615, 0.7910725356478612, 1.0, 1.0]",4.0,2.0,2.0,2.0,2.0,2,190,-30.1000,-5479.0000,-9.304,2.946,-0.616,0.00,0.00,0.00,-12.202,1.000,-1.196,0.00,0.00,0.00,-19.876,2.776,-2.500,0.00,0.00,0.00,4.166,4.167,4.167
2026-01-28 20:07:56,21.34,14,359,373,3.75%,82.51,0.87%,"[0, 5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60, 65, 70, 75, 80, 85, 90, 95, 100]","[9, 2, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1246, 14, 339, 0]","[0.005579665220086794, 0.006819590824550527, 0.008679479231246125, 0.008679479231246125, 0.008679479231246125, 0.008679479231246125, 0.008679479231246125, 0.008679479231246125, 0.008679479231246125, 0.008679479231246125, 0.008679479231246125, 0.008679479231246125, 0.008679479231246125, 0.008679479231246125, 0.008679479231246125, 0.008679479231246125, 0.7811531308121513, 0.7898326100433974, 1.0, 1.0]",4.0,2.0,2.0,2.0,2.0,2,206,-30.1000,-5930.6000,-9.740,3.278,-0.739,0.00,0.00,0.00,-12.325,1.334,-0.760,0.00,0.00,0.00,-19.418,2.825,-2.390,0.00,0.00,0.00,4.164,4.164,4.164
