episode,reward,length,scanned_cells,timestep,elapsed_time,timestamp,scan_efficiency,avg_repulsion,avg_entropy,avg_distance,avg_leader,avg_direction,algorithm_type,env_type,control_mode
0,0.00,1,6,5,5.03,2026-02-04 16:47:06,1.19,4.000,2.000,2.000,2.000,2.000,hrl_dqn_apf,hierarchical,dqn
1,302.85,20,8,65,65.19,2026-02-04 16:48:06,0.12,4.000,2.000,2.000,2.000,2.000,hrl_dqn_apf,hierarchical,dqn
