episode,reward,length,scanned_cells,timestep,elapsed_time,timestamp,scan_efficiency,avg_repulsion,avg_entropy,avg_distance,avg_leader,avg_direction,algorithm_type,env_type,control_mode
0,0.00,1,4,5,5.12,2026-02-04 16:30:30,0.78,4.000,2.000,2.000,2.000,2.000,hrl_dqn_apf,hierarchical,dqn
1,314.59,20,0,78,78.36,2026-02-04 16:31:44,0.00,4.000,2.000,2.000,2.000,2.000,hrl_dqn_apf,hierarchical,dqn
