episode,reward,length,scanned_cells,timestep,elapsed_time,timestamp,scan_efficiency,avg_repulsion,avg_entropy,avg_distance,avg_leader,avg_direction,algorithm_type,env_type,control_mode
0,0.00,1,5,5,5.01,2026-02-04 14:06:20,1.00,4.000,2.000,2.000,2.000,2.000,hrl_dqn_apf,hierarchical,dqn
1,373.16,20,9,49,49.23,2026-02-04 14:07:05,0.18,4.000,2.000,2.000,2.000,2.000,hrl_dqn_apf,hierarchical,dqn
